,years_experience,degree,nr_commits,nr_languages,nr_stars
3893,0.0,0.0,842.0,0.0,0.0
2315,0.0,0.0,837.0,0.0,0.0
3954,0.0,0.0,843.0,0.0,0.0
2939,0.0,0.0,819.0,0.0,0.0
3791,0.0,0.0,836.0,0.0,0.0
2862,0.0,0.0,816.0,0.0,0.0
2731,0.0,0.0,1811.0,0.0,0.0
2838,0.0,0.0,842.0,0.0,0.0
3634,0.0,0.0,829.0,0.0,0.0
2885,0.0,0.0,833.0,0.0,0.0
3997,0.0,0.0,843.0,0.0,0.0
2817,0.0,0.0,1823.0,0.0,0.0
3899,0.0,0.0,846.0,0.0,0.0
3287,0.0,0.0,837.0,0.0,0.0
2345,0.0,0.0,845.0,0.0,0.0
3087,0.0,0.0,1832.0,0.0,0.0
3381,0.0,0.0,830.0,0.0,0.0
2141,0.0,0.0,836.0,0.0,0.0
2835,0.0,0.0,835.0,0.0,0.0
2310,0.0,0.0,1829.0,0.0,0.0
2467,0.0,0.0,836.0,0.0,0.0
3164,0.0,0.0,829.0,0.0,0.0
2283,0.0,0.0,827.0,0.0,0.0
3651,0.0,0.0,805.0,0.0,0.0
2190,0.0,0.0,821.0,0.0,0.0
3754,0.0,0.0,845.0,0.0,0.0
2546,0.0,0.0,3827.0,0.0,0.0
2161,0.0,0.0,846.0,0.0,0.0
3610,0.0,0.0,830.0,0.0,0.0
3073,0.0,0.0,828.0,0.0,0.0
2083,0.0,0.0,849.0,0.0,0.0
3263,0.0,0.0,827.0,0.0,0.0
2479,0.0,0.0,847.0,0.0,0.0
2203,0.0,0.0,818.0,0.0,0.0
3466,0.0,0.0,1817.0,0.0,0.0
2120,0.0,0.0,844.0,0.0,0.0
3184,0.0,0.0,831.0,0.0,0.0
3369,0.0,0.0,845.0,0.0,0.0
2968,0.0,0.0,827.0,0.0,0.0
2823,0.0,0.0,827.0,0.0,0.0
3935,0.0,0.0,824.0,0.0,0.0
2431,0.0,0.0,828.0,0.0,0.0
3864,0.0,0.0,842.0,0.0,0.0
2279,0.0,0.0,825.0,0.0,0.0
3363,0.0,0.0,818.0,0.0,0.0
2960,0.0,0.0,829.0,0.0,0.0
2676,0.0,0.0,1825.0,0.0,0.0
3521,0.0,0.0,843.0,0.0,0.0
2552,0.0,0.0,1830.0,0.0,0.0
3389,0.0,0.0,846.0,0.0,0.0
3156,0.0,0.0,847.0,0.0,0.0
3249,0.0,0.0,844.0,0.0,0.0
2214,0.0,0.0,830.0,0.0,0.0
2240,0.0,0.0,839.0,0.0,0.0
2802,0.0,0.0,838.0,0.0,0.0
2934,0.0,0.0,843.0,0.0,0.0
3773,0.0,0.0,1829.0,0.0,0.0
2124,0.0,0.0,830.0,0.0,0.0
3694,0.0,0.0,819.0,0.0,0.0
3868,0.0,0.0,850.0,0.0,0.0
3445,0.0,0.0,842.0,0.0,0.0
3038,0.0,0.0,839.0,0.0,0.0
2728,0.0,0.0,841.0,0.0,0.0
3502,0.0,0.0,836.0,0.0,0.0
3345,0.0,0.0,845.0,0.0,0.0
3796,0.0,0.0,833.0,0.0,0.0
2929,0.0,0.0,836.0,0.0,0.0
3080,0.0,0.0,846.0,0.0,0.0
2536,0.0,0.0,836.0,0.0,0.0
2497,0.0,0.0,832.0,0.0,0.0
3898,0.0,0.0,835.0,0.0,0.0
3016,0.0,0.0,839.0,0.0,0.0
3957,0.0,0.0,836.0,0.0,0.0
3033,0.0,0.0,847.0,0.0,0.0
2132,0.0,0.0,835.0,0.0,0.0
3143,0.0,0.0,842.0,0.0,0.0
3625,0.0,0.0,831.0,0.0,0.0
3165,0.0,0.0,1823.0,0.0,0.0
3644,0.0,0.0,818.0,0.0,0.0
2183,0.0,0.0,837.0,0.0,0.0
2105,0.0,0.0,832.0,0.0,0.0
3077,0.0,0.0,846.0,0.0,0.0
3431,0.0,0.0,821.0,0.0,0.0
3434,0.0,0.0,827.0,0.0,0.0
3761,0.0,0.0,822.0,0.0,0.0
2559,0.0,0.0,841.0,0.0,0.0
3478,0.0,0.0,2822.0,0.0,0.0
3682,0.0,0.0,824.0,0.0,0.0
3540,0.0,0.0,835.0,0.0,0.0
2551,0.0,0.0,830.0,0.0,0.0
3982,0.0,0.0,1823.0,0.0,0.0
2243,0.0,0.0,814.0,0.0,0.0
2306,0.0,0.0,827.0,0.0,0.0
3394,0.0,0.0,835.0,0.0,0.0
3294,0.0,0.0,837.0,0.0,0.0
3451,0.0,0.0,825.0,0.0,0.0
2881,0.0,0.0,834.0,0.0,0.0
3626,0.0,0.0,823.0,0.0,0.0
2592,0.0,0.0,827.0,0.0,0.0
